09-23-2026 15:34:55 RAM 3346/30697MB (lfb 433x4MB) SWAP 414/15348MB (cached 0MB) CPU [12%@2201,22%@2201,11%@2201,8%@2201,10%@2201,10%@2201,10%@2201,9%@2201,11%@2201,9%@2201,48%@2201,8%@2201] GR3D_FREQ 0% cpu@55.406C soc2@50.5C soc0@51.937C gpu@50.218C tj@55.406C soc1@52.125C VDD_GPU_SOC 4931mW/4931mW VDD_CPU_CV 4169mW/4169mW VIN_SYS_5V0 4923mW/4923mW
09-23-2026 15:35:49 RAM 12928/30697MB (lfb 304x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,2%@2201,0%@2201,9%@2201,54%@2201,0%@2201,2%@2201] GR3D_FREQ 95% cpu@59.343C soc2@55.343C soc0@56.281C gpu@59.625C tj@59.625C soc1@55.281C VDD_GPU_SOC 30468mW/17587mW VDD_CPU_CV 2256mW/2741mW VIN_SYS_5V0 9947mW/7387mW
09-23-2026 15:35:50 RAM 12928/30697MB (lfb 304x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,66%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 95% cpu@59.437C soc2@55.343C soc0@56.281C gpu@59.625C tj@59.625C soc1@55.5C VDD_GPU_SOC 30092mW/17810mW VDD_CPU_CV 2256mW/2732mW VIN_SYS_5V0 9746mW/7429mW
09-23-2026 15:35:51 RAM 12929/30697MB (lfb 304x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,2%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,67%@2201,1%@2201,3%@2201,0%@2201] GR3D_FREQ 95% cpu@59.781C soc2@55.281C soc0@56.187C gpu@59.656C tj@59.781C soc1@55.343C VDD_GPU_SOC 29340mW/18012mW VDD_CPU_CV 2256mW/2724mW VIN_SYS_5V0 9746mW/7469mW
09-23-2026 15:35:52 RAM 12930/30697MB (lfb 304x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,67%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 97% cpu@59.593C soc2@55.343C soc0@56.343C gpu@59.781C tj@59.781C soc1@55.468C VDD_GPU_SOC 28588mW/18194mW VDD_CPU_CV 2256mW/2716mW VIN_SYS_5V0 10048mW/7514mW
09-23-2026 15:35:53 RAM 12930/30697MB (lfb 304x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,56%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 39% cpu@60.218C soc2@55.468C soc0@56.343C gpu@58.375C tj@60.218C soc1@55.656C VDD_GPU_SOC 33088mW/18447mW VDD_CPU_CV 2254mW/2708mW VIN_SYS_5V0 10349mW/7562mW
09-23-2026 15:35:54 RAM 12931/30697MB (lfb 304x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,2%@2201,0%@2201,66%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 37% cpu@59.812C soc2@55.593C soc0@56.5C gpu@58.656C tj@59.812C soc1@55.718C VDD_GPU_SOC 31973mW/18672mW VDD_CPU_CV 2255mW/2701mW VIN_SYS_5V0 9947mW/7602mW
09-23-2026 15:35:55 RAM 12931/30697MB (lfb 304x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,0%@2201,2%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,67%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 39% cpu@60C soc2@55.656C soc0@56.656C gpu@58.75C tj@60C soc1@55.875C VDD_GPU_SOC 31221mW/18878mW VDD_CPU_CV 2632mW/2699mW VIN_SYS_5V0 9746mW/7637mW
09-23-2026 15:35:56 RAM 12931/30697MB (lfb 304x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,66%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 89% cpu@59.843C soc2@55.875C soc0@56.968C gpu@59.656C tj@59.843C soc1@55.781C VDD_GPU_SOC 32712mW/19101mW VDD_CPU_CV 2254mW/2692mW VIN_SYS_5V0 9947mW/7674mW
09-23-2026 15:35:57 RAM 12938/30697MB (lfb 303x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,2%@2201,1%@2201,2%@2201,2%@2201,3%@2201,3%@2201,2%@2201,31%@2201,1%@2201,2%@2201,2%@2201] GR3D_FREQ 99% cpu@60.187C soc2@56.25C soc0@57.093C gpu@61.843C tj@61.062C soc1@55.906C VDD_GPU_SOC 36425mW/19376mW VDD_CPU_CV 1876mW/2679mW VIN_SYS_5V0 10567mW/7720mW
09-23-2026 15:35:58 RAM 12965/30697MB (lfb 296x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,23%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 39% cpu@60.781C soc2@56.031C soc0@57C gpu@58.812C tj@60.781C soc1@56.156C VDD_GPU_SOC 37160mW/19654mW VDD_CPU_CV 1876mW/2667mW VIN_SYS_5V0 10164mW/7758mW
09-23-2026 15:35:59 RAM 13000/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,6%@2201,2%@2201,4%@2201,2%@2201,3%@2201,2%@2201,2%@2201,57%@2201,1%@2201,2%@2201,2%@2201] GR3D_FREQ 98% cpu@60.062C soc2@55.906C soc0@56.906C gpu@59.968C tj@60.062C soc1@56.156C VDD_GPU_SOC 25622mW/19746mW VDD_CPU_CV 2636mW/2666mW VIN_SYS_5V0 8942mW/7776mW
09-23-2026 15:36:00 RAM 13000/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,10%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@60.375C soc2@56.718C soc0@57.593C gpu@62.062C tj@62.062C soc1@56.343C VDD_GPU_SOC 39020mW/20038mW VDD_CPU_CV 1500mW/2649mW VIN_SYS_5V0 10667mW/7820mW
09-23-2026 15:36:01 RAM 12932/30697MB (lfb 296x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,32%@2201,0%@2201,1%@2201,0%@2201,0%@2201,2%@2201,1%@2201,1%@2201,2%@2201,1%@2201,1%@2201] GR3D_FREQ 98% cpu@60.593C soc2@56.687C soc0@57.468C gpu@61.156C tj@61.156C soc1@56.625C VDD_GPU_SOC 34562mW/20255mW VDD_CPU_CV 1877mW/2637mW VIN_SYS_5V0 10265mW/7857mW
09-23-2026 15:36:02 RAM 12963/30697MB (lfb 296x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,52%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 88% cpu@61.093C soc2@56.687C soc0@57.593C gpu@60.218C tj@61.093C soc1@56.437C VDD_GPU_SOC 33421mW/20448mW VDD_CPU_CV 2254mW/2631mW VIN_SYS_5V0 10048mW/7889mW
09-23-2026 15:36:03 RAM 12967/30697MB (lfb 296x4MB) SWAP 414/15348MB (cached 0MB) CPU [10%@2201,47%@2201,3%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 98% cpu@60.625C soc2@56.75C soc0@57.468C gpu@61.25C tj@61.25C soc1@56.531C VDD_GPU_SOC 32684mW/20626mW VDD_CPU_CV 2254mW/2626mW VIN_SYS_5V0 10248mW/7923mW
09-23-2026 15:36:04 RAM 12947/30697MB (lfb 295x4MB) SWAP 414/15348MB (cached 0MB) CPU [28%@2201,15%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 91% cpu@61.062C soc2@57C soc0@57.625C gpu@61.875C tj@61.875C soc1@56.593C VDD_GPU_SOC 34923mW/20830mW VDD_CPU_CV 1877mW/2615mW VIN_SYS_5V0 10550mW/7961mW
09-23-2026 15:36:05 RAM 12968/30697MB (lfb 295x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,55%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 38% cpu@61.343C soc2@56.625C soc0@57.312C gpu@58.968C tj@61.343C soc1@56.687C VDD_GPU_SOC 32698mW/20997mW VDD_CPU_CV 2255mW/2610mW VIN_SYS_5V0 10349mW/7994mW
09-23-2026 15:36:06 RAM 12971/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,52%@2201,2%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,2%@2201,1%@2201,2%@2201,2%@2201] GR3D_FREQ 99% cpu@60.75C soc2@56.718C soc0@57.562C gpu@60.937C tj@60.937C soc1@56.781C VDD_GPU_SOC 28976mW/21108mW VDD_CPU_CV 2256mW/2605mW VIN_SYS_5V0 9746mW/8019mW
09-23-2026 15:36:07 RAM 12973/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,10%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,2%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@61.031C soc2@57.468C soc0@58.156C gpu@62.875C tj@62.875C soc1@57.093C VDD_GPU_SOC 39754mW/21363mW VDD_CPU_CV 1500mW/2590mW VIN_SYS_5V0 10768mW/8056mW
09-23-2026 15:36:08 RAM 12963/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,32%@2201,2%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 98% cpu@61.187C soc2@57.156C soc0@58.218C gpu@61.875C tj@61.875C soc1@57.218C VDD_GPU_SOC 34186mW/21537mW VDD_CPU_CV 1878mW/2581mW VIN_SYS_5V0 10265mW/8086mW
09-23-2026 15:36:09 RAM 12962/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,30%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 45% cpu@61.812C soc2@56.968C soc0@57.656C gpu@59.093C tj@61.812C soc1@57.062C VDD_GPU_SOC 33435mW/21695mW VDD_CPU_CV 1878mW/2571mW VIN_SYS_5V0 10064mW/8112mW
09-23-2026 15:36:10 RAM 12987/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,23%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,2%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 97% cpu@61.468C soc2@57.562C soc0@58.343C gpu@63.187C tj@63.187C soc1@57.187C VDD_GPU_SOC 39004mW/21923mW VDD_CPU_CV 1875mW/2562mW VIN_SYS_5V0 10768mW/8147mW
09-23-2026 15:36:11 RAM 12986/30697MB (lfb 292x4MB) SWAP 414/15348MB (cached 0MB) CPU [3%@2201,37%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,2%@2201] GR3D_FREQ 99% cpu@61.625C soc2@57.468C soc0@58.218C gpu@63.031C tj@63.031C soc1@57.281C VDD_GPU_SOC 34186mW/22082mW VDD_CPU_CV 1877mW/2553mW VIN_SYS_5V0 10349mW/8176mW
09-23-2026 15:36:12 RAM 12985/30697MB (lfb 292x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,13%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,5%@2201,0%@2201] GR3D_FREQ 98% cpu@61.593C soc2@58.031C soc0@58.656C gpu@63.468C tj@63.468C soc1@57.562C VDD_GPU_SOC 41236mW/22328mW VDD_CPU_CV 1874mW/2544mW VIN_SYS_5V0 10667mW/8208mW
09-23-2026 15:36:13 RAM 13002/30697MB (lfb 292x4MB) SWAP 414/15348MB (cached 0MB) CPU [8%@2201,33%@2201,2%@2201,5%@2201,1%@2201,2%@2201,6%@2201,3%@2201,1%@2201,6%@2201,2%@2201,6%@2201] GR3D_FREQ 99% cpu@61.656C soc2@57.906C soc0@58.562C gpu@62.687C tj@62.687C soc1@57.593C VDD_GPU_SOC 36409mW/22506mW VDD_CPU_CV 1876mW/2536mW VIN_SYS_5V0 10567mW/8238mW
09-23-2026 15:36:14 RAM 13002/30697MB (lfb 292x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,14%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 98% cpu@62.062C soc2@57.968C soc0@58.968C gpu@63.718C tj@63.718C soc1@57.75C VDD_GPU_SOC 41593mW/22745mW VDD_CPU_CV 1499mW/2523mW VIN_SYS_5V0 10869mW/8271mW
09-23-2026 15:36:15 RAM 12999/30697MB (lfb 292x4MB) SWAP 414/15348MB (cached 0MB) CPU [3%@2201,22%@2201,9%@2201,1%@2201,1%@2201,2%@2201,2%@2201,2%@2201,1%@2201,1%@2201,2%@2201,1%@2201] GR3D_FREQ 98% cpu@61.812C soc2@57.937C soc0@58.75C gpu@63.218C tj@63.218C soc1@57.625C VDD_GPU_SOC 36785mW/22918mW VDD_CPU_CV 1876mW/2515mW VIN_SYS_5V0 10667mW/8300mW
09-23-2026 15:36:16 RAM 13000/30697MB (lfb 292x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,13%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@62.406C soc2@58.343C soc0@59.031C gpu@64.25C tj@64.25C soc1@57.75C VDD_GPU_SOC 41968mW/23150mW VDD_CPU_CV 1499mW/2503mW VIN_SYS_5V0 10869mW/8332mW
09-23-2026 15:36:17 RAM 12999/30697MB (lfb 292x4MB) SWAP 414/15348MB (cached 0MB) CPU [3%@2201,33%@2201,2%@2201,2%@2201,1%@2201,3%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 98% cpu@61.968C soc2@58.093C soc0@58.781C gpu@63.312C tj@63.312C soc1@57.812C VDD_GPU_SOC 36049mW/23306mW VDD_CPU_CV 1876mW/2495mW VIN_SYS_5V0 10567mW/8359mW
09-23-2026 15:36:18 RAM 13003/30697MB (lfb 292x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,14%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 98% cpu@62.75C soc2@58.531C soc0@59.218C gpu@64.281C tj@64.281C soc1@57.937C VDD_GPU_SOC 41968mW/23528mW VDD_CPU_CV 1874mW/2488mW VIN_SYS_5V0 10567mW/8385mW
09-23-2026 15:36:19 RAM 13012/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [4%@2201,37%@2201,2%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,2%@2201,1%@2201,2%@2201] GR3D_FREQ 98% cpu@62.062C soc2@58.343C soc0@59.093C gpu@63.375C tj@63.375C soc1@58.156C VDD_GPU_SOC 36049mW/23675mW VDD_CPU_CV 1876mW/2480mW VIN_SYS_5V0 10567mW/8410mW
09-23-2026 15:36:20 RAM 13012/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,12%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,2%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@62.562C soc2@58.625C soc0@59.468C gpu@64.656C tj@64.656C soc1@58.25C VDD_GPU_SOC 41968mW/23888mW VDD_CPU_CV 1499mW/2469mW VIN_SYS_5V0 10869mW/8439mW
09-23-2026 15:36:21 RAM 13014/30697MB (lfb 292x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,34%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 97% cpu@62.75C soc2@58.531C soc0@59.25C gpu@64.093C tj@64.093C soc1@58.062C VDD_GPU_SOC 38629mW/24057mW VDD_CPU_CV 1874mW/2462mW VIN_SYS_5V0 10969mW/8468mW
09-23-2026 15:36:22 RAM 12958/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,33%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 98% cpu@62.593C soc2@58.625C soc0@59.25C gpu@63.468C tj@63.468C soc1@58.156C VDD_GPU_SOC 37895mW/24215mW VDD_CPU_CV 1876mW/2456mW VIN_SYS_5V0 10869mW/8495mW
09-23-2026 15:36:24 RAM 12991/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,31%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 98% cpu@62.812C soc2@58.593C soc0@59.312C gpu@63.312C tj@63.312C soc1@58.25C VDD_GPU_SOC 36049mW/24347mW VDD_CPU_CV 1876mW/2449mW VIN_SYS_5V0 10667mW/8520mW
09-23-2026 15:36:25 RAM 12990/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,19%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 39% cpu@62.937C soc2@58.718C soc0@59.343C gpu@61.5C tj@62.937C soc1@58.437C VDD_GPU_SOC 38645mW/24506mW VDD_CPU_CV 1875mW/2443mW VIN_SYS_5V0 10567mW/8543mW
09-23-2026 15:36:26 RAM 12986/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,29%@2201,0%@2201,2%@2201,0%@2201,1%@2201,2%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 97% cpu@62.812C soc2@59C soc0@59.687C gpu@64.031C tj@64.031C soc1@58.5C VDD_GPU_SOC 39379mW/24670mW VDD_CPU_CV 1874mW/2436mW VIN_SYS_5V0 10869mW/8568mW
09-23-2026 15:36:27 RAM 12999/30697MB (lfb 292x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,29%@2201,1%@2201,1%@2201,1%@2201,0%@2201,2%@2201,0%@2201,1%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 98% cpu@62.687C soc2@58.875C soc0@59.625C gpu@63.312C tj@63.312C soc1@58.687C VDD_GPU_SOC 37160mW/24806mW VDD_CPU_CV 1876mW/2430mW VIN_SYS_5V0 10969mW/8594mW
09-23-2026 15:36:28 RAM 12996/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,33%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 99% cpu@62.781C soc2@58.687C soc0@59.531C gpu@62.75C tj@62.781C soc1@58.531C VDD_GPU_SOC 32698mW/24890mW VDD_CPU_CV 2254mW/2428mW VIN_SYS_5V0 10248mW/8612mW
09-23-2026 15:36:29 RAM 12996/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,12%@2201,1%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@63.375C soc2@59.187C soc0@59.718C gpu@64.25C tj@64.25C soc1@58.625C VDD_GPU_SOC 40112mW/25052mW VDD_CPU_CV 1874mW/2422mW VIN_SYS_5V0 10969mW/8637mW
09-23-2026 15:36:30 RAM 12997/30697MB (lfb 292x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,32%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,2%@2201,1%@2201] GR3D_FREQ 97% cpu@63.218C soc2@59.062C soc0@59.75C gpu@63.875C tj@63.875C soc1@58.718C VDD_GPU_SOC 37520mW/25184mW VDD_CPU_CV 1876mW/2417mW VIN_SYS_5V0 10768mW/8660mW
09-23-2026 15:36:31 RAM 12997/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,35%@2201,1%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 98% cpu@63.031C soc2@59.156C soc0@59.812C gpu@63.843C tj@63.843C soc1@58.718C VDD_GPU_SOC 36019mW/25296mW VDD_CPU_CV 1876mW/2411mW VIN_SYS_5V0 10650mW/8680mW
09-23-2026 15:36:32 RAM 12996/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,32%@2201,1%@2201,1%@2201,2%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 98% cpu@62.906C soc2@59.156C soc0@59.906C gpu@63.593C tj@63.593C soc1@58.937C VDD_GPU_SOC 35659mW/25403mW VDD_CPU_CV 1876mW/2406mW VIN_SYS_5V0 10667mW/8701mW
09-23-2026 15:36:33 RAM 12997/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,26%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 38% cpu@63.687C soc2@59.062C soc0@59.75C gpu@61C tj@63.687C soc1@59.062C VDD_GPU_SOC 34923mW/25500mW VDD_CPU_CV 1877mW/2400mW VIN_SYS_5V0 10365mW/8718mW
09-23-2026 15:36:34 RAM 12996/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [3%@2201,44%@2201,1%@2201,1%@2201,2%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,2%@2201] GR3D_FREQ 98% cpu@63.218C soc2@58.906C soc0@59.718C gpu@62.093C tj@63.218C soc1@58.937C VDD_GPU_SOC 30468mW/25551mW VDD_CPU_CV 2256mW/2399mW VIN_SYS_5V0 9947mW/8730mW
09-23-2026 15:36:35 RAM 12998/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,18%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@63.437C soc2@59.5C soc0@60.218C gpu@64.968C tj@64.968C soc1@59.031C VDD_GPU_SOC 40469mW/25700mW VDD_CPU_CV 1874mW/2393mW VIN_SYS_5V0 11070mW/8754mW
09-23-2026 15:36:36 RAM 13000/30697MB (lfb 292x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,0%@2201,1%@2201,35%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 97% cpu@63.25C soc2@59.437C soc0@60.093C gpu@64.468C tj@64.468C soc1@59.093C VDD_GPU_SOC 39004mW/25832mW VDD_CPU_CV 1874mW/2388mW VIN_SYS_5V0 11655mW/8782mW
09-23-2026 15:36:37 RAM 13000/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,5%@2201,31%@2201,2%@2201,1%@2201,1%@2201] GR3D_FREQ 97% cpu@63.312C soc2@59.5C soc0@60.218C gpu@64.718C tj@64.718C soc1@59.187C VDD_GPU_SOC 37504mW/25946mW VDD_CPU_CV 1875mW/2383mW VIN_SYS_5V0 10969mW/8804mW
09-23-2026 15:36:38 RAM 12999/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,32%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 97% cpu@63.343C soc2@59.5C soc0@60.218C gpu@64.343C tj@64.343C soc1@59.343C VDD_GPU_SOC 36034mW/26044mW VDD_CPU_CV 1876mW/2378mW VIN_SYS_5V0 10650mW/8822mW
09-23-2026 15:36:39 RAM 13027/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,34%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 98% cpu@63.375C soc2@59.406C soc0@60.312C gpu@64.281C tj@64.281C soc1@59.531C VDD_GPU_SOC 34172mW/26122mW VDD_CPU_CV 1877mW/2374mW VIN_SYS_5V0 10449mW/8837mW
09-23-2026 15:36:40 RAM 12999/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,2%@2201,36%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 98% cpu@63.531C soc2@59.375C soc0@60.093C gpu@64.218C tj@64.218C soc1@59.281C VDD_GPU_SOC 32698mW/26185mW VDD_CPU_CV 2254mW/2372mW VIN_SYS_5V0 10248mW/8851mW
09-23-2026 15:36:41 RAM 13001/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,18%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 97% cpu@63.656C soc2@59.875C soc0@60.468C gpu@65.25C tj@65.25C soc1@59.406C VDD_GPU_SOC 40487mW/26320mW VDD_CPU_CV 1874mW/2368mW VIN_SYS_5V0 10869mW/8870mW
09-23-2026 15:36:42 RAM 13025/30697MB (lfb 292x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,35%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 96% cpu@63.937C soc2@59.906C soc0@60.531C gpu@65.281C tj@65.281C soc1@59.437C VDD_GPU_SOC 39004mW/26438mW VDD_CPU_CV 1874mW/2363mW VIN_SYS_5V0 10969mW/8889mW
09-23-2026 15:36:43 RAM 13007/30697MB (lfb 292x4MB) SWAP 414/15348MB (cached 0MB) CPU [5%@2201,2%@2201,1%@2201,1%@2201,1%@2201,2%@2201,1%@2201,1%@2201,30%@2201,5%@2201,1%@2201,1%@2201] GR3D_FREQ 98% cpu@63.75C soc2@59.875C soc0@60.5C gpu@64.875C tj@64.875C soc1@59.593C VDD_GPU_SOC 37144mW/26537mW VDD_CPU_CV 1876mW/2359mW VIN_SYS_5V0 10869mW/8908mW
